Postal Code,city,county,state,latitude,longitude
78664,Round Rock,Williamson,Texas,30.5145,-97.668
22153,Springfield,Fairfax,Virginia,38.7449,-77.237
22153,Springfield,Fairfax,Virginia,38.7449,-77.237
30076,Roswell,Fulton,Georgia,34.0213,-84.3104
43055,Newark,Licking,Ohio,40.0724,-82.4046
43055,Newark,Licking,Ohio,40.0724,-82.4046
60540,Naperville,DuPage,Illinois,41.7662,-88.141
60540,Naperville,DuPage,Illinois,41.7662,-88.141
60540,Naperville,DuPage,Illinois,41.7662,-88.141
77095,Houston,Harris,Texas,29.8941,-95.6481
78041,Laredo,Webb,Texas,27.5569,-99.4907
78041,Laredo,Webb,Texas,27.5569,-99.4907
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
19143,Philadelphia,Philadelphia,Pennsylvania,39.9448,-75.2288
94109,San Francisco,City and County of San Francisco,California,37.7917,-122.4186
94109,San Francisco,City and County of San Francisco,California,37.7917,-122.4186
94109,San Francisco,City and County of San Francisco,California,37.7917,-122.4186
19140,Philadelphia,Philadelphia,Pennsylvania,40.0118,-75.1456
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
29464,Mount Pleasant,Charleston,South Carolina,32.8473,-79.8206
90049,Los Angeles,Los Angeles,California,34.066,-118.474
30605,Athens,Clarke,Georgia,33.9321,-83.3525
71111,Bossier City,Bossier,Louisiana,32.5449,-93.7038
71111,Bossier City,Bossier,Louisiana,32.5449,-93.7038
71111,Bossier City,Bossier,Louisiana,32.5449,-93.7038
71111,Bossier City,Bossier,Louisiana,32.5449,-93.7038
71111,Bossier City,Bossier,Louisiana,32.5449,-93.7038
77340,Huntsville,Walker,Texas,30.6448,-95.5798
77340,Huntsville,Walker,Texas,30.6448,-95.5798
33180,Miami,Miami-Dade,Florida,25.9597,-80.1403
78041,Laredo,Webb,Texas,27.5569,-99.4907
78041,Laredo,Webb,Texas,27.5569,-99.4907
97477,Springfield,Lane,Oregon,44.0611,-123.0153
19901,Dover,Kent,Delaware,39.1564,-75.4955
85254,Scottsdale,Maricopa,Arizona,33.6165,-111.9554
85254,Scottsdale,Maricopa,Arizona,33.6165,-111.9554
85254,Scottsdale,Maricopa,Arizona,33.6165,-111.9554
85254,Scottsdale,Maricopa,Arizona,33.6165,-111.9554
37167,Smyrna,Rutherford,Tennessee,35.9656,-86.5048
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
72401,Jonesboro,Craighead,Arkansas,35.833,-90.6965
72401,Jonesboro,Craighead,Arkansas,35.833,-90.6965
72401,Jonesboro,Craighead,Arkansas,35.833,-90.6965
72401,Jonesboro,Craighead,Arkansas,35.833,-90.6965
72401,Jonesboro,Craighead,Arkansas,35.833,-90.6965
72401,Jonesboro,Craighead,Arkansas,35.833,-90.6965
89115,Las Vegas,Clark,Nevada,36.2158,-115.0671
10024,New York,New York,New York,40.7864,-73.9764
48185,Westland,Wayne,Michigan,42.3358,-83.3846
48185,Westland,Wayne,Michigan,42.3358,-83.3846
48185,Westland,Wayne,Michigan,42.3358,-83.3846
48185,Westland,Wayne,Michigan,42.3358,-83.3846
48185,Westland,Wayne,Michigan,42.3358,-83.3846
48185,Westland,Wayne,Michigan,42.3358,-83.3846
48185,Westland,Wayne,Michigan,42.3358,-83.3846
48185,Westland,Wayne,Michigan,42.3358,-83.3846
47905,Lafayette,Tippecanoe,Indiana,40.4001,-86.8602
92037,La Jolla,San Diego,California,32.8455,-117.2521
92037,La Jolla,San Diego,California,32.8455,-117.2521
92037,La Jolla,San Diego,California,32.8455,-117.2521
57701,Rapid City,Pennington,South Dakota,44.1415,-103.2052
57701,Rapid City,Pennington,South Dakota,44.1415,-103.2052
48234,Detroit,Wayne,Michigan,42.4337,-83.0434
48234,Detroit,Wayne,Michigan,42.4337,-83.0434
54302,Green Bay,Brown,Wisconsin,44.5025,-87.9771
54302,Green Bay,Brown,Wisconsin,44.5025,-87.9771
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
98105,Seattle,King,Washington,47.6633,-122.3022
98105,Seattle,King,Washington,47.6633,-122.3022
92691,Mission Viejo,Orange,California,33.6128,-117.6622
60441,Lockport,Will,Illinois,41.593,-88.0507
33710,Saint Petersburg,Pinellas,Florida,27.7898,-82.7243
33710,Saint Petersburg,Pinellas,Florida,27.7898,-82.7243
92025,Escondido,San Diego,California,33.1101,-117.07
10024,New York,New York,New York,40.7864,-73.9764
92037,La Jolla,San Diego,California,32.8455,-117.2521
23320,Chesapeake,Chesapeake (city),Virginia,36.7352,-76.2384
23320,Chesapeake,Chesapeake (city),Virginia,36.7352,-76.2384
23320,Chesapeake,Chesapeake (city),Virginia,36.7352,-76.2384
7036,Linden,Union,New Jersey,40.6354,-74.2556
92024,Encinitas,San Diego,California,33.0535,-117.2689
92024,Encinitas,San Diego,California,33.0535,-117.2689
23320,Chesapeake,Chesapeake (city),Virginia,36.7352,-76.2384
23320,Chesapeake,Chesapeake (city),Virginia,36.7352,-76.2384
23320,Chesapeake,Chesapeake (city),Virginia,36.7352,-76.2384
65203,Columbia,Boone,Missouri,38.9348,-92.3639
65203,Columbia,Boone,Missouri,38.9348,-92.3639
65203,Columbia,Boone,Missouri,38.9348,-92.3639
65203,Columbia,Boone,Missouri,38.9348,-92.3639
65203,Columbia,Boone,Missouri,38.9348,-92.3639
65203,Columbia,Boone,Missouri,38.9348,-92.3639
79424,Lubbock,Lubbock,Texas,33.5159,-101.9344
98103,Seattle,King,Washington,47.6733,-122.3426
98103,Seattle,King,Washington,47.6733,-122.3426
98103,Seattle,King,Washington,47.6733,-122.3426
89031,North Las Vegas,Clark,Nevada,36.2589,-115.1718
77095,Houston,Harris,Texas,29.8941,-95.6481
60098,Woodstock,McHenry,Illinois,42.3198,-88.4477
98105,Seattle,King,Washington,47.6633,-122.3022
94521,Concord,Contra Costa,California,37.9575,-121.975
75220,Dallas,Dallas,Texas,32.8681,-96.8622
75220,Dallas,Dallas,Texas,32.8681,-96.8622
76017,Arlington,Tarrant,Texas,32.6555,-97.1599
47374,Richmond,Wayne,Indiana,39.8324,-84.8936
47374,Richmond,Wayne,Indiana,39.8324,-84.8936
92553,Moreno Valley,Riverside,California,33.9157,-117.2351
60653,Chicago,Cook,Illinois,41.8196,-87.6126
97504,Medford,Jackson,Oregon,42.3363,-122.8398
97504,Medford,Jackson,Oregon,42.3363,-122.8398
77095,Houston,Harris,Texas,29.8941,-95.6481
79907,El Paso,El Paso,Texas,31.7089,-106.3293
79907,El Paso,El Paso,Texas,31.7089,-106.3293
79907,El Paso,El Paso,Texas,31.7089,-106.3293
79907,El Paso,El Paso,Texas,31.7089,-106.3293
90049,Los Angeles,Los Angeles,California,34.066,-118.474
29203,Columbia,Richland,South Carolina,34.0635,-81.0265
77036,Houston,Harris,Texas,29.6984,-95.5405
77036,Houston,Harris,Texas,29.6984,-95.5405
98103,Seattle,King,Washington,47.6733,-122.3426
98103,Seattle,King,Washington,47.6733,-122.3426
98103,Seattle,King,Washington,47.6733,-122.3426
79907,El Paso,El Paso,Texas,31.7089,-106.3293
79907,El Paso,El Paso,Texas,31.7089,-106.3293
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
19120,Philadelphia,Philadelphia,Pennsylvania,40.0343,-75.1213
19120,Philadelphia,Philadelphia,Pennsylvania,40.0343,-75.1213
98115,Seattle,King,Washington,47.6849,-122.2968
10701,Yonkers,Westchester,New York,40.9461,-73.8669
10701,Yonkers,Westchester,New York,40.9461,-73.8669
10701,Yonkers,Westchester,New York,40.9461,-73.8669
10701,Yonkers,Westchester,New York,40.9461,-73.8669
10701,Yonkers,Westchester,New York,40.9461,-73.8669
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
98115,Seattle,King,Washington,47.6849,-122.2968
28403,Wilmington,New Hanover,North Carolina,34.2237,-77.8862
92037,La Jolla,San Diego,California,32.8455,-117.2521
28403,Wilmington,New Hanover,North Carolina,34.2237,-77.8862
10035,New York,New York,New York,40.8011,-73.9371
48073,Royal Oak,Oakland,Michigan,42.519,-83.157
60126,Elmhurst,DuPage,Illinois,41.8927,-87.941
60126,Elmhurst,DuPage,Illinois,41.8927,-87.941
95661,Roseville,Placer,California,38.7346,-121.234
98103,Seattle,King,Washington,47.6733,-122.3426
98103,Seattle,King,Washington,47.6733,-122.3426
98103,Seattle,King,Washington,47.6733,-122.3426
98103,Seattle,King,Washington,47.6733,-122.3426
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
33063,Pompano Beach,Broward,Florida,26.2674,-80.2092
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
80219,Denver,Denver,Colorado,39.6956,-105.0341
80219,Denver,Denver,Colorado,39.6956,-105.0341
10024,New York,New York,New York,40.7864,-73.9764
92646,Huntington Beach,Orange,California,33.6654,-117.9686
92646,Huntington Beach,Orange,California,33.6654,-117.9686
75217,Dallas,Dallas,Texas,32.7244,-96.6755
75217,Dallas,Dallas,Texas,32.7244,-96.6755
75217,Dallas,Dallas,Texas,32.7244,-96.6755
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
39212,Jackson,Hinds,Mississippi,32.2435,-90.2612
39212,Jackson,Hinds,Mississippi,32.2435,-90.2612
39212,Jackson,Hinds,Mississippi,32.2435,-90.2612
39212,Jackson,Hinds,Mississippi,32.2435,-90.2612
39212,Jackson,Hinds,Mississippi,32.2435,-90.2612
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
55044,Lakeville,Dakota,Minnesota,44.6749,-93.2578
55044,Lakeville,Dakota,Minnesota,44.6749,-93.2578
55044,Lakeville,Dakota,Minnesota,44.6749,-93.2578
55044,Lakeville,Dakota,Minnesota,44.6749,-93.2578
55044,Lakeville,Dakota,Minnesota,44.6749,-93.2578
46368,Portage,Porter,Indiana,41.5672,-87.1757
84321,Logan,Cache,Utah,41.747,-111.8226
84321,Logan,Cache,Utah,41.747,-111.8226
84321,Logan,Cache,Utah,41.747,-111.8226
84321,Logan,Cache,Utah,41.747,-111.8226
84321,Logan,Cache,Utah,41.747,-111.8226
10024,New York,New York,New York,40.7864,-73.9764
10024,New York,New York,New York,40.7864,-73.9764
10024,New York,New York,New York,40.7864,-73.9764
10024,New York,New York,New York,40.7864,-73.9764
10024,New York,New York,New York,40.7864,-73.9764
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
10009,New York,New York,New York,40.7262,-73.9796
33801,Lakeland,Polk,Florida,28.0381,-81.9392
33801,Lakeland,Polk,Florida,28.0381,-81.9392
33801,Lakeland,Polk,Florida,28.0381,-81.9392
33801,Lakeland,Polk,Florida,28.0381,-81.9392
33801,Lakeland,Polk,Florida,28.0381,-81.9392
33801,Lakeland,Polk,Florida,28.0381,-81.9392
33801,Lakeland,Polk,Florida,28.0381,-81.9392
22153,Springfield,Fairfax,Virginia,38.7449,-77.237
22153,Springfield,Fairfax,Virginia,38.7449,-77.237
22153,Springfield,Fairfax,Virginia,38.7449,-77.237
22153,Springfield,Fairfax,Virginia,38.7449,-77.237
22153,Springfield,Fairfax,Virginia,38.7449,-77.237
33445,Delray Beach,Palm Beach,Florida,26.4564,-80.1054
45011,Hamilton,Butler,Ohio,39.4059,-84.5221
90036,Los Angeles,Los Angeles,California,34.0699,-118.3492
90036,Los Angeles,Los Angeles,California,34.0699,-118.3492
28806,Asheville,Buncombe,North Carolina,35.5808,-82.6078
37918,Knoxville,Knox,Tennessee,36.0501,-83.9226
37918,Knoxville,Knox,Tennessee,36.0501,-83.9226
37918,Knoxville,Knox,Tennessee,36.0501,-83.9226
45011,Hamilton,Butler,Ohio,39.4059,-84.5221
45011,Hamilton,Butler,Ohio,39.4059,-84.5221
85705,Tucson,Pima,Arizona,32.2691,-110.9845
85705,Tucson,Pima,Arizona,32.2691,-110.9845
90036,Los Angeles,Los Angeles,California,34.0699,-118.3492
94122,San Francisco,City and County of San Francisco,California,37.7593,-122.4836
94122,San Francisco,City and County of San Francisco,California,37.7593,-122.4836
94122,San Francisco,City and County of San Francisco,California,37.7593,-122.4836
94110,San Francisco,City and County of San Francisco,California,37.7509,-122.4153
94110,San Francisco,City and County of San Francisco,California,37.7509,-122.4153
94110,San Francisco,City and County of San Francisco,California,37.7509,-122.4153
94110,San Francisco,City and County of San Francisco,California,37.7509,-122.4153
45011,Hamilton,Butler,Ohio,39.4059,-84.5221
27405,Greensboro,Guilford,North Carolina,36.1214,-79.7733
27405,Greensboro,Guilford,North Carolina,36.1214,-79.7733
10024,New York,New York,New York,40.7864,-73.9764
19120,Philadelphia,Philadelphia,Pennsylvania,40.0343,-75.1213
91767,Pomona,Los Angeles,California,34.0812,-117.7362
93727,Fresno,Fresno,California,36.7528,-119.7061
60610,Chicago,Cook,Illinois,41.9033,-87.6336
60610,Chicago,Cook,Illinois,41.9033,-87.6336
50315,Des Moines,Polk,Iowa,41.5444,-93.6192
50315,Des Moines,Polk,Iowa,41.5444,-93.6192
11561,Long Beach,Nassau,New York,40.5877,-73.6595
98105,Seattle,King,Washington,47.6633,-122.3022
98105,Seattle,King,Washington,47.6633,-122.3022
10009,New York,New York,New York,40.7262,-73.9796
75023,Plano,Collin,Texas,33.055,-96.7365
55124,Saint Paul,Dakota,Minnesota,44.7497,-93.2029
48205,Detroit,Wayne,Michigan,42.4313,-82.9813
48205,Detroit,Wayne,Michigan,42.4313,-82.9813
94110,San Francisco,City and County of San Francisco,California,37.7509,-122.4153
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33614,Tampa,Hillsborough,Florida,28.0091,-82.5034
33180,Miami,Miami-Dade,Florida,25.9597,-80.1403
94591,Vallejo,Solano,California,38.0985,-122.2124
94591,Vallejo,Solano,California,38.0985,-122.2124
30605,Athens,Clarke,Georgia,33.9321,-83.3525
30605,Athens,Clarke,Georgia,33.9321,-83.3525
30605,Athens,Clarke,Georgia,33.9321,-83.3525
43615,Toledo,Lucas,Ohio,41.6492,-83.6706
2151,Revere,Suffolk,Massachusetts,42.4138,-71.0052
2151,Revere,Suffolk,Massachusetts,42.4138,-71.0052
36608,Mobile,Mobile,Alabama,30.6817,-88.2945
90004,Los Angeles,Los Angeles,California,34.0762,-118.3029
90004,Los Angeles,Los Angeles,California,34.0762,-118.3029
90004,Los Angeles,Los Angeles,California,34.0762,-118.3029
23464,Virginia Beach,Virginia Beach (city),Virginia,36.7978,-76.1759
94122,San Francisco,City and County of San Francisco,California,37.7593,-122.4836
33180,Miami,Miami-Dade,Florida,25.9597,-80.1403
33180,Miami,Miami-Dade,Florida,25.9597,-80.1403
33180,Miami,Miami-Dade,Florida,25.9597,-80.1403
33180,Miami,Miami-Dade,Florida,25.9597,-80.1403
70506,Lafayette,Lafayette,Louisiana,30.2077,-92.0656
70506,Lafayette,Lafayette,Louisiana,30.2077,-92.0656
70506,Lafayette,Lafayette,Louisiana,30.2077,-92.0656
70506,Lafayette,Lafayette,Louisiana,30.2077,-92.0656
77095,Houston,Harris,Texas,29.8941,-95.6481
77095,Houston,Harris,Texas,29.8941,-95.6481
48127,Dearborn Heights,Wayne,Michigan,42.3353,-83.2864
48127,Dearborn Heights,Wayne,Michigan,42.3353,-83.2864
48127,Dearborn Heights,Wayne,Michigan,42.3353,-83.2864
48127,Dearborn Heights,Wayne,Michigan,42.3353,-83.2864
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
22304,Alexandria,City of Alexandria,Virginia,38.8149,-77.121
90008,Los Angeles,Los Angeles,California,34.0116,-118.3411
90008,Los Angeles,Los Angeles,California,34.0116,-118.3411
90008,Los Angeles,Los Angeles,California,34.0116,-118.3411
90008,Los Angeles,Los Angeles,California,34.0116,-118.3411
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
94122,San Francisco,City and County of San Francisco,California,37.7593,-122.4836
62521,Decatur,Macon,Illinois,39.8395,-88.9465
62521,Decatur,Macon,Illinois,39.8395,-88.9465
98115,Seattle,King,Washington,47.6849,-122.2968
98115,Seattle,King,Washington,47.6849,-122.2968
35601,Decatur,Morgan,Alabama,34.5896,-86.9887
59405,Great Falls,Cascade,Montana,47.495,-111.2502
59405,Great Falls,Cascade,Montana,47.495,-111.2502
59405,Great Falls,Cascade,Montana,47.495,-111.2502
94109,San Francisco,City and County of San Francisco,California,37.7917,-122.4186
10035,New York,New York,New York,40.8011,-73.9371
17602,Lancaster,Lancaster,Pennsylvania,40.0335,-76.2844
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
19143,Philadelphia,Philadelphia,Pennsylvania,39.9448,-75.2288
19143,Philadelphia,Philadelphia,Pennsylvania,39.9448,-75.2288
19143,Philadelphia,Philadelphia,Pennsylvania,39.9448,-75.2288
29203,Columbia,Richland,South Carolina,34.0635,-81.0265
29203,Columbia,Richland,South Carolina,34.0635,-81.0265
85301,Glendale,Maricopa,Arizona,33.5311,-112.1767
85301,Glendale,Maricopa,Arizona,33.5311,-112.1767
47401,Bloomington,Monroe,Indiana,39.1401,-86.5083
19140,Philadelphia,Philadelphia,Pennsylvania,40.0118,-75.1456
19140,Philadelphia,Philadelphia,Pennsylvania,40.0118,-75.1456
19140,Philadelphia,Philadelphia,Pennsylvania,40.0118,-75.1456
19140,Philadelphia,Philadelphia,Pennsylvania,40.0118,-75.1456
90278,Redondo Beach,Los Angeles,California,33.8707,-118.3715
90278,Redondo Beach,Los Angeles,California,33.8707,-118.3715
90278,Redondo Beach,Los Angeles,California,33.8707,-118.3715
90278,Redondo Beach,Los Angeles,California,33.8707,-118.3715
83501,Lewiston,Nez Perce,Idaho,46.3646,-116.8609
30062,Marietta,Cobb,Georgia,34.0025,-84.4633
30062,Marietta,Cobb,Georgia,34.0025,-84.4633
94521,Concord,Contra Costa,California,37.9575,-121.975
94521,Concord,Contra Costa,California,37.9575,-121.975
95240,Lodi,San Joaquin,California,38.1222,-121.2555
85224,Chandler,Maricopa,Arizona,33.3301,-111.8632
22204,Arlington,Arlington,Virginia,38.859,-77.0997
22204,Arlington,Arlington,Virginia,38.859,-77.0997
28403,Wilmington,New Hanover,North Carolina,34.2237,-77.8862
78745,Austin,Travis,Texas,30.2063,-97.7956
77095,Houston,Harris,Texas,29.8941,-95.6481
77095,Houston,Harris,Texas,29.8941,-95.6481
77095,Houston,Harris,Texas,29.8941,-95.6481
77095,Houston,Harris,Texas,29.8941,-95.6481
21215,Baltimore,Baltimore (city),Maryland,39.3446,-76.6794
90045,Los Angeles,Los Angeles,California,33.9631,-118.3941
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
28403,Wilmington,New Hanover,North Carolina,34.2237,-77.8862
12180,Troy,Rensselaer,New York,42.7287,-73.6683
12180,Troy,Rensselaer,New York,42.7287,-73.6683
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
90049,Los Angeles,Los Angeles,California,34.066,-118.474
90049,Los Angeles,Los Angeles,California,34.066,-118.474
14609,Rochester,Monroe,New York,43.174,-77.5637
90008,Los Angeles,Los Angeles,California,34.0116,-118.3411
95123,San Jose,Santa Clara,California,37.2458,-121.8306
70601,Lake Charles,Calcasieu,Louisiana,30.2285,-93.188
70601,Lake Charles,Calcasieu,Louisiana,30.2285,-93.188
43055,Newark,Licking,Ohio,40.0724,-82.4046
43055,Newark,Licking,Ohio,40.0724,-82.4046
43055,Newark,Licking,Ohio,40.0724,-82.4046
33801,Lakeland,Polk,Florida,28.0381,-81.9392
77070,Houston,Harris,Texas,29.9781,-95.5803
77070,Houston,Harris,Texas,29.9781,-95.5803
77070,Houston,Harris,Texas,29.9781,-95.5803
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
94109,San Francisco,City and County of San Francisco,California,37.7917,-122.4186
49201,Jackson,Jackson,Michigan,42.2545,-84.3875
21215,Baltimore,Baltimore (city),Maryland,39.3446,-76.6794
21215,Baltimore,Baltimore (city),Maryland,39.3446,-76.6794
21215,Baltimore,Baltimore (city),Maryland,39.3446,-76.6794
21215,Baltimore,Baltimore (city),Maryland,39.3446,-76.6794
77036,Houston,Harris,Texas,29.6984,-95.5405
77036,Houston,Harris,Texas,29.6984,-95.5405
77095,Houston,Harris,Texas,29.8941,-95.6481
77095,Houston,Harris,Texas,29.8941,-95.6481
14701,Jamestown,Chautauqua,New York,42.0928,-79.244
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
43229,Columbus,Franklin,Ohio,40.0839,-82.9726
38109,Memphis,Shelby,Tennessee,35.0425,-90.0732
38109,Memphis,Shelby,Tennessee,35.0425,-90.0732
94122,San Francisco,City and County of San Francisco,California,37.7593,-122.4836
40214,Louisville,Jefferson,Kentucky,38.1593,-85.778
40214,Louisville,Jefferson,Kentucky,38.1593,-85.778
91776,San Gabriel,Los Angeles,California,34.089,-118.0955
91776,San Gabriel,Los Angeles,California,34.089,-118.0955
91776,San Gabriel,Los Angeles,California,34.089,-118.0955
90036,Los Angeles,Los Angeles,California,34.0699,-118.3492
90036,Los Angeles,Los Angeles,California,34.0699,-118.3492
19901,Dover,Kent,Delaware,39.1564,-75.4955
39212,Jackson,Hinds,Mississippi,32.2435,-90.2612
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
40475,Richmond,Madison,Kentucky,37.7546,-84.2955
98105,Seattle,King,Washington,47.6633,-122.3022
98105,Seattle,King,Washington,47.6633,-122.3022
61032,Freeport,Stephenson,Illinois,42.2991,-89.6345
22204,Arlington,Arlington,Virginia,38.859,-77.0997
22204,Arlington,Arlington,Virginia,38.859,-77.0997
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
78207,San Antonio,Bexar,Texas,29.4229,-98.526
10701,Yonkers,Westchester,New York,40.9461,-73.8669
10701,Yonkers,Westchester,New York,40.9461,-73.8669
76106,Fort Worth,Tarrant,Texas,32.7968,-97.356
1841,Lawrence,Essex,Massachusetts,42.7115,-71.167
1841,Lawrence,Essex,Massachusetts,42.7115,-71.167
1841,Lawrence,Essex,Massachusetts,42.7115,-71.167
1841,Lawrence,Essex,Massachusetts,42.7115,-71.167
95123,San Jose,Santa Clara,California,37.2458,-121.8306
95123,San Jose,Santa Clara,California,37.2458,-121.8306
95123,San Jose,Santa Clara,California,37.2458,-121.8306
95123,San Jose,Santa Clara,California,37.2458,-121.8306
76106,Fort Worth,Tarrant,Texas,32.7968,-97.356
76106,Fort Worth,Tarrant,Texas,32.7968,-97.356
54915,Appleton,Outagamie,Wisconsin,44.2425,-88.3564
77095,Houston,Harris,Texas,29.8941,-95.6481
2038,Franklin,Norfolk,Massachusetts,42.0935,-71.4058
94110,San Francisco,City and County of San Francisco,California,37.7509,-122.4153
94110,San Francisco,City and County of San Francisco,California,37.7509,-122.4153
94601,Oakland,Alameda,California,37.7806,-122.2166
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
42420,Henderson,Henderson,Kentucky,37.8274,-87.5632
13601,Watertown,Jefferson,New York,43.9743,-75.9122
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
6457,Middletown,Lower Connecticut River Valley,Connecticut,41.5569,-72.6652
53209,Milwaukee,Milwaukee,Wisconsin,43.1188,-87.9478
77340,Huntsville,Walker,Texas,30.6448,-95.5798
90049,Los Angeles,Los Angeles,California,34.066,-118.474
76106,Fort Worth,Tarrant,Texas,32.7968,-97.356
76106,Fort Worth,Tarrant,Texas,32.7968,-97.356
76106,Fort Worth,Tarrant,Texas,32.7968,-97.356
90004,Los Angeles,Los Angeles,California,34.0762,-118.3029
90004,Los Angeles,Los Angeles,California,34.0762,-118.3029
98031,Kent,King,Washington,47.388,-122.1932
98031,Kent,King,Washington,47.388,-122.1932
33710,Saint Petersburg,Pinellas,Florida,27.7898,-82.7243
44312,Akron,Summit,Ohio,41.0334,-81.4385
44312,Akron,Summit,Ohio,41.0334,-81.4385
90004,Los Angeles,Los Angeles,California,34.0762,-118.3029
90004,Los Angeles,Los Angeles,California,34.0762,-118.3029
90036,Los Angeles,Los Angeles,California,34.0699,-118.3492
23464,Virginia Beach,Virginia Beach (city),Virginia,36.7978,-76.1759
60610,Chicago,Cook,Illinois,41.9033,-87.6336
60610,Chicago,Cook,Illinois,41.9033,-87.6336
44105,Cleveland,Cuyahoga,Ohio,41.4509,-81.619
35601,Decatur,Morgan,Alabama,34.5896,-86.9887
35601,Decatur,Morgan,Alabama,34.5896,-86.9887
75220,Dallas,Dallas,Texas,32.8681,-96.8622
33012,Hialeah,Miami-Dade,Florida,25.8654,-80.3059
33012,Hialeah,Miami-Dade,Florida,25.8654,-80.3059
94122,San Francisco,City and County of San Francisco,California,37.7593,-122.4836
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
19134,Philadelphia,Philadelphia,Pennsylvania,39.9925,-75.1133
84084,West Jordan,Salt Lake,Utah,40.6254,-111.9677
3820,Dover,Strafford,New Hampshire,43.1888,-70.8868
3820,Dover,Strafford,New Hampshire,43.1888,-70.8868
